Player,Team,"Year 
Signed",Years,Value,APY,Guaranteed,"APY as % Of 
Cap At Signing","Inflated 
Value","Inflated 
APY","Inflated 
Guaranteed"
John Wolford,Rams,2019,1,"$495,000","$495,000",$0,0.3%,"$671,748","$671,748",$0
John Wolford,Buccaneers,2023,1,"$370,800","$370,800",$0,0.2%,"$421,274","$421,274",$0
John Wolford,Jaguars,2024,1,"$302,400","$302,400",$0,0.1%,"$302,400","$302,400",$0
John Wolford,Jets,2018,1,"$129,200","$129,200",$0,0.1%,"$186,217","$186,217",$0
John Wolford,Rams,2019,1,"$136,000","$136,000",$0,0.1%,"$184,561","$184,561",$0
Johnny Manziel,Browns,2014,4,"$8,248,596","$2,062,149","$7,707,913",1.6%,"$15,839,785","$3,959,946","$14,801,511"
Jon Kitna,Cowboys,0,1,"$940,000","$940,000",$0,0%,$0,$0,$0
Jordan Love,Packers,2024,4,"$220,000,000","$55,000,000","$160,300,000",21.5%,"$220,000,000","$55,000,000","$160,300,000"
Jordan Love,Packers,2023,1,"$13,500,000","$13,500,000","$13,000,000",6%,"$15,337,633","$15,337,633","$14,769,573"
Jordan Love,Packers,2020,4,"$12,383,470","$3,095,868","$12,383,470",1.6%,"$15,957,307","$3,989,327","$15,957,307"
Jordan Palmer,Titans,0,1,"$730,000","$730,000",$0,0%,$0,$0,$0
Jordan Rodgers,TB/MIA,2014,1,"$420,000","$420,000",$0,0.3%,"$806,526","$806,526",$0
Jordan Rodgers,Jaguars,2013,3,"$420,000","$140,000","$5,000",0.1%,"$872,098","$290,699","$10,382"
Jordan Rodgers,Buccaneers,2013,1,"$102,000","$102,000",$0,0.1%,"$211,795","$211,795",$0
Jordan Ta'amu,Lions,2021,1,"$660,000","$660,000",$0,0.4%,"$923,638","$923,638",$0
Jordan Ta'amu,Chiefs,2021,1,"$660,000","$660,000",$0,0.4%,"$923,638","$923,638",$0
Jordan Ta'amu,Chiefs,2020,1,"$680,000","$680,000","$70,000",0.3%,"$876,246","$876,246","$90,202"
Jordan Ta'amu,Vikings,2023,1,"$750,000","$750,000",$0,0.3%,"$852,091","$852,091",$0
Jordan Ta'amu,Commanders,2021,1,"$165,600","$165,600",$0,0.1%,"$231,749","$231,749",$0
Jordan Ta'amu,Panthers,2021,1,"$165,600","$165,600",$0,0.1%,"$231,749","$231,749",$0
Jordan Ta'amu,Chiefs,2020,1,"$142,800","$142,800",$0,0.1%,"$184,012","$184,012",$0
Jordan Ta'amu,Chiefs,2020,1,"$142,800","$142,800",$0,0.1%,"$184,012","$184,012",$0
Jordan Travis,Jets,2024,4,"$4,274,276","$1,068,569","$254,276",0.4%,"$4,274,276","$1,068,569","$254,276"
Josh Allen,Bills,2021,6,"$258,000,000","$43,000,000","$150,000,000",23.6%,"$361,058,630","$60,176,438","$209,917,808"
Josh Allen,Bills,2018,4,"$21,183,034","$5,295,759","$21,183,034",3%,"$30,531,303","$7,632,826","$30,531,303"
Josh Freeman,Vikings,2013,1,"$2,833,334","$2,833,334",$0,2.3%,"$5,883,199","$5,883,199",$0
Josh Freeman,Buccaneers,2009,5,"$13,500,000","$2,700,000","$9,540,000",2.2%,"$28,031,707","$5,606,341","$19,809,073"
Josh Freeman,Giants,2014,1,"$795,000","$795,000","$55,000",0.6%,"$1,526,639","$1,526,639","$105,617"
Josh Freeman,Dolphins,2015,1,"$765,000","$765,000",$0,0.5%,"$1,363,631","$1,363,631",$0
Josh Freeman,Colts,2015,2,"$1,505,000","$752,500",$0,0.5%,"$2,682,698","$1,341,349",$0
Josh Freeman,Dolphins,2015,1,"$745,000","$745,000",$0,0.5%,"$1,327,980","$1,327,980",$0
Josh Johnson,49ers,2012,2,"$2,115,000","$1,057,500","$350,000",0.9%,"$4,479,030","$2,239,515","$741,211"
Josh Johnson,Bengals,2013,2,"$1,895,000","$947,500","$150,000",0.8%,"$3,934,821","$1,967,411","$311,463"
Josh Johnson,BAL/NYJ/SF,2021,1,"$1,075,000","$1,075,000",$0,0.6%,"$1,504,411","$1,504,411",$0
Josh Johnson,Ravens,2023,1,"$1,317,500","$1,317,500","$152,500",0.6%,"$1,496,839","$1,496,839","$173,258"
Josh Johnson,Broncos,2022,1,"$1,220,000","$1,220,000","$100,000",0.6%,"$1,496,580","$1,496,580","$122,671"
Josh Johnson,Giants,2017,2,"$1,950,000","$975,000","$100,000",0.6%,"$2,982,216","$1,491,108","$152,934"
Josh Johnson,Browns,2012,1,"$700,000","$700,000",$0,0.6%,"$1,482,421","$1,482,421",$0
Josh Johnson,Giants,2016,1,"$885,000","$885,000",$0,0.6%,"$1,455,716","$1,455,716",$0
Josh Johnson,Raiders,2018,1,"$1,005,000","$1,005,000","$45,000",0.6%,"$1,448,516","$1,448,516","$64,859"
Josh Johnson,Lions,2019,1,"$1,030,000","$1,030,000",$0,0.5%,"$1,397,779","$1,397,779",$0
Josh Johnson,Texans,2017,2,"$1,815,000","$907,500",$0,0.5%,"$2,775,754","$1,387,877",$0
Josh Johnson,Ravens,2024,1,"$1,377,500","$1,377,500","$1,152,500",0.5%,"$1,377,500","$1,377,500","$1,152,500"
Josh Johnson,Texans,2017,1,"$900,000","$900,000",$0,0.5%,"$1,376,407","$1,376,407",$0
Josh Johnson,49ers,2022,1,"$1,120,000","$1,120,000",$0,0.5%,"$1,373,910","$1,373,910",$0
Josh Johnson,NYJ/BUF,2015,1,"$745,000","$745,000",$0,0.5%,"$1,327,980","$1,327,980",$0
Josh Johnson,Ravens,2023,1,"$1,165,000","$1,165,000",$0,0.5%,"$1,323,581","$1,323,581",$0
Josh Johnson,Ravens,2023,1,"$1,165,000","$1,165,000",$0,0.5%,"$1,323,581","$1,323,581",$0
Josh Johnson,Commanders,2018,1,"$915,000","$915,000",$0,0.5%,"$1,318,798","$1,318,798",$0
Josh Johnson,Buccaneers,2008,4,"$1,877,500","$469,375","$172,500",0.4%,"$4,133,737","$1,033,434","$379,797"
Josh Johnson,Jets,2021,1,"$343,444","$343,444",$0,0.2%,"$480,633","$480,633",$0
Josh Johnson,Jets,2021,1,"$297,722","$297,722",$0,0.2%,"$416,648","$416,648",$0
Josh Johnson,Broncos,2022,1,"$334,222","$334,222",$0,0.2%,"$409,992","$409,992",$0
Josh Johnson,Broncos,2022,1,"$288,000","$288,000",$0,0.1%,"$353,291","$353,291",$0
Josh Johnson,Jets,2021,1,"$252,000","$252,000",$0,0.1%,"$352,662","$352,662",$0
Josh Johnson,49ers,2020,1,"$204,000","$204,000",$0,0.1%,"$262,874","$262,874",$0
Josh Love,Rams,2020,3,"$2,295,000","$765,000","$10,000",0.4%,"$2,957,331","$985,777","$12,886"
Josh Love,Panthers,2021,1,"$165,600","$165,600",$0,0.1%,"$231,749","$231,749",$0
Josh McCown,Jets,2018,1,"$10,000,000","$10,000,000","$5,000,000",5.6%,"$14,413,093","$14,413,093","$7,206,546"
Josh McCown,Buccaneers,2014,2,"$10,000,000","$5,000,000","$4,750,000",3.8%,"$19,203,008","$9,601,504","$9,121,429"
Josh McCown,Jets,2017,1,"$6,000,000","$6,000,000","$6,000,000",3.6%,"$9,176,048","$9,176,048","$9,176,048"
Josh McCown,Browns,2015,3,"$14,000,000","$4,666,667","$6,250,000",3.3%,"$24,955,332","$8,318,445","$11,140,773"
Josh McCown,DET/LV,2006,2,"$6,000,000","$3,000,000","$2,000,000",2.9%,"$15,023,529","$7,511,765","$5,007,843"
Josh McCown,MIA/CAR,2008,2,"$6,250,000","$3,125,000","$2,500,000",2.7%,"$13,760,776","$6,880,388","$5,504,310"
Josh McCown,Cardinals,2005,1,"$1,430,000","$1,430,000",$0,1.7%,"$4,271,602","$4,271,602",$0
Josh McCown,Eagles,2019,1,"$2,000,000","$2,000,000","$2,000,000",1.1%,"$2,714,134","$2,714,134","$2,714,134"
Josh McCown,Bears,2012,1,"$875,000","$875,000","$25,000",0.7%,"$1,853,027","$1,853,027","$52,944"
Josh McCown,Bears,2013,1,"$865,000","$865,000","$125,000",0.7%,"$1,796,106","$1,796,106","$259,553"
Josh McCown,Bears,2012,1,"$825,000","$825,000",$0,0.7%,"$1,747,139","$1,747,139",$0
Josh McCown,SF/CHI,2011,1,"$810,000","$810,000",$0,0.7%,"$1,718,579","$1,718,579",$0
Josh McCown,Cardinals,2002,3,"$1,388,000","$462,667","$483,000",0.7%,"$4,985,798","$1,661,934","$1,734,971"
Josh McCown,Texans,2020,2,"$2,125,000","$1,062,500",$0,0.5%,"$2,738,269","$1,369,135",$0
Josh McCown,Eagles,2020,1,"$204,000","$204,000",$0,0.1%,"$262,874","$262,874",$0
Josh Rosen,ARI/MIA,2018,4,"$17,597,760","$4,399,440","$17,597,760",2.5%,"$25,363,814","$6,340,954","$25,363,814"
Josh Rosen,49ers,2021,1,"$850,000","$850,000",$0,0.5%,"$1,189,534","$1,189,534",$0
Josh Rosen,Falcons,2021,1,"$850,000","$850,000",$0,0.5%,"$1,189,534","$1,189,534",$0
Josh Rosen,Browns,2022,1,"$965,000","$965,000",$0,0.5%,"$1,183,770","$1,183,770",$0
Josh Rosen,49ers,2020,1,"$750,000","$750,000",$0,0.4%,"$966,448","$966,448",$0
Josh Rosen,Browns,2022,1,"$277,200","$277,200",$0,0.1%,"$340,043","$340,043",$0
Josh Rosen,Vikings,2022,1,"$277,200","$277,200",$0,0.1%,"$340,043","$340,043",$0
Josh Rosen,Buccaneers,2020,1,"$142,800","$142,800",$0,0.1%,"$184,012","$184,012",$0
Josh Woodrum,Bills,2017,2,"$1,020,000","$510,000",$0,0.3%,"$1,559,928","$779,964",$0
Josh Woodrum,Browns,2017,1,"$465,000","$465,000",$0,0.3%,"$711,144","$711,144",$0
Josh Woodrum,Ravens,2017,1,"$465,000","$465,000",$0,0.3%,"$711,144","$711,144",$0
Josh Woodrum,Ravens,2018,1,"$480,000","$480,000",$0,0.3%,"$691,828","$691,828",$0
Josh Woodrum,Commanders,2019,1,"$495,000","$495,000",$0,0.3%,"$671,748","$671,748",$0
Josh Woodrum,Ravens,2017,1,"$204,000","$204,000",$0,0.1%,"$311,986","$311,986",$0
Joshua Dobbs,ARI/CLE/MIN,2023,1,"$2,000,000","$2,000,000","$2,000,000",0.9%,"$2,272,242","$2,272,242","$2,272,242"
Joshua Dobbs,49ers,2024,1,"$2,250,000","$2,250,000","$2,250,000",0.9%,"$2,250,000","$2,250,000","$2,250,000"
Joshua Dobbs,Browns,2022,1,"$1,187,500","$1,187,500",$0,0.6%,"$1,456,712","$1,456,712",$0
Joshua Dobbs,Steelers,2021,1,"$1,040,000","$1,040,000","$50,000",0.6%,"$1,455,430","$1,455,430","$69,973"
Joshua Dobbs,Titans,2022,1,"$1,035,000","$1,035,000",$0,0.5%,"$1,269,640","$1,269,640",$0
Joshua Dobbs,PIT/JAX,2017,4,"$2,959,124","$739,781","$559,124",0.4%,"$4,525,511","$1,131,378","$855,091"
Joshua Dobbs,Lions,2022,1,"$358,200","$358,200",$0,0.2%,"$439,406","$439,406",$0
Justin Fields,CHI/PIT,2021,4,"$18,871,952","$4,717,988","$18,871,952",2.6%,"$26,410,392","$6,602,598","$26,410,392"
Justin Herbert,Chargers,2023,5,"$262,500,000","$52,500,000","$193,738,375",23.4%,"$298,231,762","$59,646,352","$220,110,236"
Justin Herbert,Chargers,2020,4,"$26,578,754","$6,644,689","$26,578,754",3.4%,"$34,249,313","$8,562,329","$34,249,313"
K.J. Costello,Chargers,2021,3,"$2,425,000","$808,333",$0,0.4%,"$3,393,671","$1,131,223",$0
K.J. Costello,Saints,2022,1,"$705,000","$705,000",$0,0.3%,"$864,827","$864,827",$0
Kedon Slovis,Colts,2024,3,"$2,860,000","$953,333","$30,000",0.4%,"$2,860,000","$953,333","$30,000"
Kedon Slovis,Texans,2024,1,"$225,000","$225,000",$0,0.1%,"$225,000","$225,000",$0
Keith Price,Seahawks,0,3,"$1,537,000","$512,333",$0,0%,$0,$0,$0
Keith Wenning,Ravens,2014,4,"$2,324,072","$581,018","$104,072",0.4%,"$4,462,917","$1,115,729","$199,850"
Keith Wenning,Giants,2017,2,"$1,170,000","$585,000",$0,0.4%,"$1,789,329","$894,665",$0
Keith Wenning,Bengals,2015,2,"$960,000","$480,000",$0,0.3%,"$1,711,223","$855,611",$0
Keith Wenning,Bills,2017,1,"$540,000","$540,000",$0,0.3%,"$825,844","$825,844",$0
Keith Wenning,CIN/BAL,2015,2,"$435,000","$435,000",$0,0.3%,"$775,398","$775,398",$0
Keith Wenning,Ravens,2014,1,"$107,100","$107,100",$0,0.1%,"$205,664","$205,664",$0
Keith Wenning,Bengals,2015,1,"$112,200","$112,200",$0,0.1%,"$199,999","$199,999",$0
Keith Wenning,Giants,2016,1,"$117,300","$117,300",$0,0.1%,"$192,944","$192,944",$0
Kellen Clemens,Chargers,2017,1,"$1,080,000","$1,080,000","$80,000",0.6%,"$1,651,689","$1,651,689","$122,347"
Kellen Clemens,Chargers,2017,1,"$1,000,000","$1,000,000",$0,0.6%,"$1,529,341","$1,529,341",$0
Kellen Mond,CLE/MIN,2021,4,"$5,223,412","$1,305,853","$1,158,844",0.7%,"$7,309,915","$1,827,479","$1,621,747"
Kellen Mond,Saints,2024,1,"$985,000","$985,000",$0,0.4%,"$985,000","$985,000",$0
Kellen Mond,Colts,2023,1,"$216,000","$216,000",$0,0.1%,"$245,402","$245,402",$0
Kellen Moore,Cowboys,2017,1,"$775,000","$775,000",$0,0.5%,"$1,185,240","$1,185,240",$0
Kellen Moore,Cowboys,2017,1,"$775,000","$775,000",$0,0.5%,"$1,185,240","$1,185,240",$0
Kellen Moore,Cowboys,2017,1,"$122,400","$122,400",$0,0.1%,"$187,191","$187,191",$0
Kenji Bahar,Ravens,2021,3,"$2,425,000","$808,333",$0,0.4%,"$3,393,671","$1,131,223",$0
Kenji Bahar,Ravens,2021,1,"$660,000","$660,000",$0,0.4%,"$923,638","$923,638",$0
Kenji Bahar,Ravens,2021,1,"$660,000","$660,000",$0,0.4%,"$923,638","$923,638",$0
Kenji Bahar,Ravens,2021,1,"$165,600","$165,600",$0,0.1%,"$231,749","$231,749",$0
Kenji Bahar,Ravens,2021,1,"$165,600","$165,600",$0,0.1%,"$231,749","$231,749",$0
Kenny Pickett,PHI/PIT,2022,4,"$14,067,904","$3,516,976","$14,067,904",1.7%,"$17,257,169","$4,314,292","$17,257,169"
Kevin Davidson,Browns,2020,3,"$2,292,500","$764,167","$17,500",0.4%,"$2,954,109","$984,704","$22,550"
Kevin Hogan,Broncos,2019,1,"$1,360,000","$1,360,000","$300,000",0.7%,"$1,845,611","$1,845,611","$407,120"
Kevin Hogan,Texans,2022,1,"$1,117,500","$1,117,500","$302,500",0.5%,"$1,370,843","$1,370,843","$371,078"
Kevin Hogan,Titans,2022,1,"$965,000","$965,000",$0,0.5%,"$1,183,770","$1,183,770",$0
Kevin Hogan,CLE/DEN/WAS,2018,1,"$630,000","$630,000",$0,0.4%,"$908,025","$908,025",$0
Kevin Hogan,Browns,2016,2,"$990,000","$495,000",$0,0.3%,"$1,628,428","$814,214",$0
Kevin Hogan,Titans,2021,1,"$252,000","$252,000",$0,0.1%,"$352,662","$352,662",$0
Kevin Hogan,Titans,2021,1,"$252,000","$252,000",$0,0.1%,"$352,662","$352,662",$0
Kevin Hogan,Titans,2022,1,"$277,200","$277,200",$0,0.1%,"$340,043","$340,043",$0
Kevin Hogan,Bengals,2020,1,"$204,000","$204,000",$0,0.1%,"$262,874","$262,874",$0
Kevin Kolb,Cardinals,2011,5,"$62,108,000","$12,421,600","$20,000,000",10.3%,"$131,774,731","$26,354,946","$42,434,060"
Kevin Kolb,Eagles,2010,1,"$12,222,000","$12,222,000","$12,222,000",9.5%,"$24,197,665","$24,197,665","$24,197,665"
Kevin Kolb,Bills,2013,2,"$6,100,000","$3,050,000","$1,000,000",2.5%,"$12,666,179","$6,333,089","$2,076,423"
Kevin Kolb,Eagles,2007,4,"$4,330,000","$1,082,500","$2,620,000",1%,"$10,145,706","$2,536,427","$6,138,972"
Kirk Cousins,Falcons,2024,4,"$180,000,000","$45,000,000","$100,000,000",17.6%,"$180,000,000","$45,000,000","$100,000,000"
Kirk Cousins,Vikings,2022,1,"$35,000,000","$35,000,000","$70,000,000",16.8%,"$42,934,678","$42,934,678","$85,869,356"
Kirk Cousins,Vikings,2020,2,"$66,000,000","$33,000,000","$96,000,000",16.6%,"$85,047,427","$42,523,713","$123,705,348"
Kirk Cousins,Vikings,2018,3,"$84,000,000","$28,000,000","$84,000,000",15.8%,"$121,069,977","$40,356,659","$121,069,977"
Kirk Cousins,Commanders,2017,1,"$23,943,600","$23,943,600","$23,943,600",14.3%,"$36,617,937","$36,617,937","$36,617,937"
Kirk Cousins,Commanders,2016,1,"$19,953,000","$19,953,000","$19,953,000",12.9%,"$32,820,224","$32,820,224","$32,820,224"
Kirk Cousins,Commanders,2012,4,"$2,572,688","$643,172","$472,688",0.5%,"$5,448,296","$1,362,074","$1,001,032"
Kurt Benkert,Falcons,2021,1,"$660,000","$660,000",$0,0.4%,"$923,638","$923,638",$0
Kurt Benkert,Packers,2021,1,"$660,000","$660,000",$0,0.4%,"$923,638","$923,638",$0
Kurt Benkert,Packers,2022,1,"$705,000","$705,000",$0,0.3%,"$864,827","$864,827",$0
Kurt Benkert,Falcons,2018,3,"$1,720,000","$573,333","$60,000",0.3%,"$2,479,052","$826,350","$86,479"
Kurt Benkert,Falcons,2019,2,"$1,080,000","$540,000",$0,0.3%,"$1,465,632","$732,816",$0
Kurt Benkert,49ers,2022,1,"$207,000","$207,000",$0,0.1%,"$253,928","$253,928",$0
Kurt Benkert,49ers,2022,1,"$207,000","$207,000",$0,0.1%,"$253,928","$253,928",$0
Kurt Benkert,Packers,2021,1,"$165,600","$165,600",$0,0.1%,"$231,749","$231,749",$0
Kurt Benkert,Falcons,2020,1,"$170,282","$170,282",$0,0.1%,"$219,425","$219,425",$0
Kurt Benkert,Falcons,2018,1,"$129,200","$129,200",$0,0.1%,"$186,217","$186,217",$0
Kurt Warner,Rams,2000,7,"$46,500,000","$6,642,857","$11,500,000",10.7%,"$191,020,073","$27,288,581","$47,241,524"
Kurt Warner,Cardinals,2009,2,"$23,000,000","$11,500,000","$19,000,000",9.3%,"$47,757,724","$23,878,862","$39,452,033"
Kurt Warner,Cardinals,2006,3,"$15,000,000","$5,000,000","$3,000,000",4.9%,"$37,558,824","$12,519,608","$7,511,765"
Kurt Warner,Cardinals,2005,1,"$4,000,000","$4,000,000","$2,000,000",4.7%,"$11,948,538","$11,948,538","$5,974,269"
Kurt Warner,Giants,2004,1,"$3,000,000","$3,000,000","$1,500,000",3.7%,"$9,508,327","$9,508,327","$4,754,163"
Kurt Warner,Rams,1999,1,"$750,000","$750,000","$500,000",1.3%,"$3,343,632","$3,343,632","$2,229,088"
Kurt Warner,Rams,1999,1,"$250,000","$250,000",$0,0.4%,"$1,114,544","$1,114,544",$0
Kurt Warner,Packers,1994,2,"$248,000","$124,000","$5,000",0.4%,"$1,830,190","$915,095","$36,899"
Kurt Warner,Rams,1998,1,"$153,520","$153,520",$0,0.3%,"$748,435","$748,435",$0
Kyle Allen,Texans,2022,1,"$2,500,000","$2,500,000","$2,250,000",1.2%,"$3,066,763","$3,066,763","$2,760,086"
Kyle Allen,Bills,2023,1,"$1,232,500","$1,232,500","$350,000",0.5%,"$1,400,269","$1,400,269","$397,642"
Kyle Allen,Steelers,2024,1,"$1,292,500","$1,292,500","$167,500",0.5%,"$1,292,500","$1,292,500","$167,500"
Kyle Allen,Commanders,2021,1,"$850,000","$850,000",$0,0.5%,"$1,189,534","$1,189,534",$0
Kyle Allen,Panthers,2018,3,"$1,713,000","$581,000","$3,000",0.3%,"$2,468,963","$837,401","$4,324"
Kyle Allen,WAS/CAR,2020,1,"$585,000","$585,000",$0,0.3%,"$753,829","$753,829",$0
Kyle Allen,Panthers,2018,2,"$975,000","$487,500",$0,0.3%,"$1,405,277","$702,638",$0
Kyle Allen,Panthers,2018,1,"$129,200","$129,200",$0,0.1%,"$186,217","$186,217",$0
Kyle Allen,Panthers,2018,1,"$129,200","$129,200",$0,0.1%,"$186,217","$186,217",$0
Kyle Lauletta,Browns,2021,2,"$1,675,000","$837,500",$0,0.5%,"$2,344,082","$1,172,041",$0
Kyle Lauletta,Giants,2018,4,"$3,167,700","$791,925","$707,700",0.4%,"$4,565,635","$1,141,409","$1,020,015"
Kyle Lauletta,Browns,2021,1,"$780,000","$780,000",$0,0.4%,"$1,091,573","$1,091,573",$0
Kyle Lauletta,Falcons,2020,1,"$675,000","$675,000",$0,0.3%,"$869,803","$869,803",$0
Kyle Lauletta,Eagles,2020,2,"$1,287,058","$643,529","$27,058",0.3%,"$1,658,500","$829,250","$34,867"
Kyle Lauletta,Eagles,2019,1,"$340,000","$340,000",$0,0.2%,"$461,403","$461,403",$0
Kyle Lauletta,Jaguars,2021,1,"$165,600","$165,600",$0,0.1%,"$231,749","$231,749",$0
Kyle Lauletta,Browns,2020,1,"$142,800","$142,800",$0,0.1%,"$184,012","$184,012",$0
Kyle Lauletta,Falcons,2020,1,"$142,800","$142,800",$0,0.1%,"$184,012","$184,012",$0
Kyle Orton,KC/DEN,2010,1,"$8,379,000","$8,379,000","$5,500,000",6.5%,"$16,589,121","$16,589,121","$10,889,147"
Kyle Orton,Bills,2014,2,"$11,000,000","$5,500,000","$3,000,000",4.1%,"$21,123,308","$10,561,654","$5,760,902"
Kyle Orton,Cowboys,2012,3,"$10,500,000","$3,500,000","$5,000,000",2.9%,"$22,236,318","$7,412,106","$10,588,723"
Kyle Orton,CHI/DEN,2008,1,"$3,000,000","$3,000,000","$1,400,000",2.6%,"$6,605,172","$6,605,172","$3,082,414"
Kyle Orton,Broncos,2010,1,"$2,621,000","$2,621,000",$0,2%,"$5,189,174","$5,189,174",$0
Kyle Orton,Bears,2005,4,"$1,843,000","$460,750","$458,000",0.5%,"$5,505,289","$1,376,322","$1,368,108"
Kyle Shurmur,Bengals,2021,1,"$660,000","$660,000",$0,0.4%,"$923,638","$923,638",$0
Kyle Shurmur,Chiefs,2019,3,"$1,765,000","$588,333","$75,000",0.3%,"$2,395,223","$798,407","$101,780"
Kyle Shurmur,Chiefs,2019,2,"$1,080,000","$540,000",$0,0.3%,"$1,465,632","$732,816",$0
Kyle Shurmur,Chiefs,2020,1,"$510,000","$510,000",$0,0.3%,"$657,185","$657,185",$0
Kyle Shurmur,Commanders,2021,1,"$165,600","$165,600",$0,0.1%,"$231,749","$231,749",$0
Kyle Shurmur,Chiefs,2019,1,"$136,000","$136,000",$0,0.1%,"$184,561","$184,561",$0
Kyle Shurmur,Chiefs,2019,1,"$136,000","$136,000",$0,0.1%,"$184,561","$184,561",$0
Kyle Shurmur,Bengals,2020,1,"$142,800","$142,800",$0,0.1%,"$184,012","$184,012",$0
Kyle Sloter,MIN/LV,2021,1,"$920,000","$920,000",$0,0.5%,"$1,287,496","$1,287,496",$0
Kyle Sloter,Jaguars,2022,1,"$965,000","$965,000",$0,0.5%,"$1,183,770","$1,183,770",$0
Kyle Sloter,Lions,2019,2,"$1,430,000","$715,000",$0,0.4%,"$1,940,606","$970,303",$0
Kyle Sloter,Broncos,2017,3,"$1,665,000","$555,000","$3,000",0.3%,"$2,546,353","$848,784","$4,588"
Kyle Sloter,Vikings,2017,3,"$1,665,000","$555,000",$0,0.3%,"$2,546,353","$848,784",$0
Kyle Sloter,Vikings,2017,1,"$340,000","$340,000",$0,0.2%,"$519,976","$519,976",$0
Kyle Sloter,Raiders,2021,1,"$165,600","$165,600",$0,0.1%,"$231,749","$231,749",$0
Kyle Sloter,Cardinals,2019,1,"$136,000","$136,000",$0,0.1%,"$184,561","$184,561",$0
Kyle Sloter,Bears,2020,1,"$142,800","$142,800",$0,0.1%,"$184,012","$184,012",$0
Kyle Trask,Buccaneers,2021,4,"$5,535,336","$1,383,834","$2,957,306",0.8%,"$7,746,437","$1,936,609","$4,138,608"
Kyler Murray,Cardinals,2022,5,"$230,500,000","$46,100,000","$160,000,000",22.1%,"$282,755,524","$56,551,105","$196,272,815"
Kyler Murray,Cardinals,2019,4,"$35,158,644","$8,789,661","$35,158,644",4.7%,"$47,712,634","$11,928,158","$47,712,634"
Lamar Jackson,Ravens,2023,5,"$260,000,000","$52,000,000","$185,000,000",23.1%,"$295,391,459","$59,078,292","$210,182,384"
Lamar Jackson,Ravens,2023,1,"$32,416,000","$32,416,000",$0,14.4%,"$36,828,498","$36,828,498",$0
Lamar Jackson,Ravens,2018,4,"$9,471,652","$2,367,913","$8,055,062",1.3%,"$13,651,580","$3,412,895","$11,609,835"
Lance Ball,Colts,2008,1,"$88,400","$88,400",$0,0.1%,"$194,632","$194,632",$0
Landry Jones,Steelers,2017,2,"$4,400,000","$2,200,000","$600,000",1.3%,"$6,729,102","$3,364,551","$917,605"
Landry Jones,Steelers,2013,4,"$2,599,220","$649,805","$439,220",0.5%,"$5,397,080","$1,349,270","$912,006"
Landry Jones,Jaguars,2018,1,"$790,000","$790,000",$0,0.4%,"$1,138,634","$1,138,634",$0
Landry Jones,Raiders,2019,1,"$805,000","$805,000",$0,0.4%,"$1,092,439","$1,092,439",$0
Levi Lewis,Seahawks,2022,3,"$2,575,000","$858,333","$15,000",0.4%,"$3,158,766","$1,052,921","$18,401"
Logan Kilgore,Saints,0,4,"$1,530,000","$510,000",$0,0%,$0,$0,$0
Logan Thomas,ARI/MIA,2014,4,"$2,652,092","$663,023","$432,092",0.5%,"$5,092,814","$1,273,204","$829,747"
Logan Thomas,NYG/MIA,2015,2,"$1,235,000","$617,500","$125,000",0.4%,"$2,201,417","$1,100,708","$222,815"
Logan Thomas,Dolphins,2015,1,"$170,000","$170,000",$0,0.1%,"$303,029","$303,029",$0
Logan Thomas,Giants,2016,1,"$117,300","$117,300",$0,0.1%,"$192,944","$192,944",$0
Logan Woodside,Falcons,2022,2,"$1,905,000","$952,500",$0,0.5%,"$2,336,873","$1,168,437",$0
Logan Woodside,Bengals,2024,1,"$1,125,000","$1,125,000",$0,0.4%,"$1,125,000","$1,125,000",$0
Logan Woodside,Titans,2022,1,"$895,000","$895,000",$0,0.4%,"$1,097,901","$1,097,901",$0
Logan Woodside,Bengals,2018,4,"$2,529,996","$632,499","$69,996",0.4%,"$3,646,507","$911,627","$100,886"
Logan Woodside,Titans,2019,2,"$1,080,000","$540,000",$0,0.3%,"$1,465,632","$732,816",$0
Logan Woodside,Titans,2020,2,"$1,110,000","$555,000",$0,0.3%,"$1,430,343","$715,172",$0
Logan Woodside,Titans,2022,1,"$283,444","$283,444",$0,0.1%,"$347,702","$347,702",$0
Logan Woodside,Bengals,2024,1,"$302,400","$302,400",$0,0.1%,"$302,400","$302,400",$0
Logan Woodside,Titans,2022,1,"$245,222","$245,222",$0,0.1%,"$300,815","$300,815",$0
Logan Woodside,Titans,2022,1,"$207,000","$207,000",$0,0.1%,"$253,928","$253,928",$0
Logan Woodside,Titans,2018,1,"$129,200","$129,200",$0,0.1%,"$186,217","$186,217",$0
Logan Woodside,Titans,2019,1,"$136,000","$136,000",$0,0.1%,"$184,561","$184,561",$0
Luis Perez,Rams,2022,1,"$705,000","$705,000",$0,0.3%,"$864,827","$864,827",$0
Luis Perez,Rams,2018,3,"$1,710,000","$570,000",$0,0.3%,"$2,464,639","$821,546",$0
Luis Perez,Chargers,2024,1,"$795,000","$795,000",$0,0.3%,"$795,000","$795,000",$0
Luis Perez,Eagles,2019,1,"$495,000","$495,000",$0,0.3%,"$671,748","$671,748",$0
Luis Perez,Lions,2019,1,"$495,000","$495,000",$0,0.3%,"$671,748","$671,748",$0
Luis Perez,Rams,2018,1,"$129,200","$129,200",$0,0.1%,"$186,217","$186,217",$0
