Player,Team,"Year 
Signed",Years,Value,APY,Guaranteed,"APY as % Of 
Cap At Signing","Inflated 
Value","Inflated 
APY","Inflated 
Guaranteed"
Dalton Sturm,Cowboys,2018,3,"$1,711,000","$570,333","$1,000",0.3%,"$2,466,080","$822,026","$1,441"
Dalyn Williams,Bears,2016,3,"$1,620,000","$540,000",$0,0.3%,"$2,664,700","$888,233",$0
Dan LeFevour,Buccaneers,2016,1,"$600,000","$600,000",$0,0.4%,"$986,926","$986,926",$0
Dan Marino,Dolphins,1996,2,"$12,850,000","$6,425,000","$5,800,000",15.8%,"$80,531,249","$40,265,625","$36,348,735"
Dan Marino,Dolphins,1999,3,"$21,750,000","$7,250,000","$2,545,000",12.7%,"$96,965,333","$32,321,778","$11,346,059"
Dan Marino,Dolphins,2017,1,"$1,000,000","$1,000,000",$0,0.6%,"$1,529,341","$1,529,341",$0
Dan Marino,Dolphins,1986,5,"$8,600,000","$1,720,000","$8,600,000",0%,$0,$0,$0
Dan Marino,Dolphins,1983,4,"$2,000,000","$500,000",$0,0%,$0,$0,$0
Dan Marino,Dolphins,1991,5,"$20,450,000","$4,090,000","$20,450,000",0%,$0,$0,$0
Dan Orlovsky,Lions,2016,1,"$1,065,000","$1,065,000","$160,000",0.7%,"$1,751,794","$1,751,794","$263,180"
Dan Orlovsky,Rams,2017,1,"$1,080,000","$1,080,000","$60,000",0.6%,"$1,651,689","$1,651,689","$91,760"
Dane Evans,Eagles,2017,3,"$1,665,000","$555,000",$0,0.3%,"$2,546,353","$848,784",$0
Daniel Jones,Giants,2023,4,"$160,000,000","$40,000,000","$104,000,000",17.8%,"$181,779,359","$45,444,840","$118,156,584"
Daniel Jones,Giants,2019,4,"$25,664,056","$6,416,014","$25,664,056",3.4%,"$34,827,842","$8,706,961","$34,827,842"
Daniel Jones,Vikings,2024,1,"$383,400","$383,400",$0,0.2%,"$383,400","$383,400",$0
Danny Etling,Patriots,2018,4,"$2,564,028","$641,007","$104,028",0.4%,"$3,695,557","$923,889","$149,937"
Danny Etling,Vikings,2021,1,"$660,000","$660,000",$0,0.4%,"$923,638","$923,638",$0
Danny Etling,Seahawks,2021,1,"$660,000","$660,000",$0,0.4%,"$923,638","$923,638",$0
Danny Etling,Packers,2022,1,"$705,000","$705,000",$0,0.3%,"$864,827","$864,827",$0
Danny Etling,Packers,2023,1,"$750,000","$750,000",$0,0.3%,"$852,091","$852,091",$0
Danny Etling,Falcons,2019,1,"$495,000","$495,000",$0,0.3%,"$671,748","$671,748",$0
Danny Etling,Falcons,2019,1,"$495,000","$495,000",$0,0.3%,"$671,748","$671,748",$0
Danny Etling,Patriots,2019,1,"$495,000","$495,000",$0,0.3%,"$671,748","$671,748",$0
Danny Etling,Falcons,2020,1,"$510,000","$510,000",$0,0.3%,"$657,185","$657,185",$0
Danny Etling,Seahawks,2020,1,"$510,000","$510,000",$0,0.3%,"$657,185","$657,185",$0
Danny Etling,Packers,2022,1,"$207,000","$207,000",$0,0.1%,"$253,928","$253,928",$0
Danny Etling,DEN/JAX,2021,1,"$165,600","$165,600",$0,0.1%,"$231,749","$231,749",$0
Danny Etling,Packers,2021,1,"$165,600","$165,600",$0,0.1%,"$231,749","$231,749",$0
Danny Etling,Seahawks,2021,1,"$165,600","$165,600",$0,0.1%,"$231,749","$231,749",$0
Danny Etling,Patriots,2018,1,"$129,200","$129,200",$0,0.1%,"$186,217","$186,217",$0
Danny Etling,Falcons,2019,1,"$136,000","$136,000",$0,0.1%,"$184,561","$184,561",$0
Danny Etling,Falcons,2019,1,"$136,000","$136,000",$0,0.1%,"$184,561","$184,561",$0
Danny Etling,Seahawks,2020,1,"$142,800","$142,800",$0,0.1%,"$184,012","$184,012",$0
David Blough,Lions,2022,1,"$1,150,000","$1,150,000","$205,000",0.6%,"$1,410,711","$1,410,711","$251,475"
David Blough,Cardinals,2023,1,"$1,232,500","$1,232,500","$76,250",0.5%,"$1,400,269","$1,400,269","$86,629"
David Blough,Cardinals,2022,1,"$965,000","$965,000",$0,0.5%,"$1,183,770","$1,183,770",$0
David Blough,Lions,2020,2,"$1,525,000","$762,500",$0,0.4%,"$1,965,111","$982,555",$0
David Blough,CLE/DET,2019,3,"$1,775,000","$591,667","$80,000",0.3%,"$2,408,794","$802,932","$108,565"
David Blough,Vikings,2022,1,"$358,200","$358,200",$0,0.2%,"$439,406","$439,406",$0
David Blough,Lions,2023,1,"$370,800","$370,800",$0,0.2%,"$421,274","$421,274",$0
David Blough,Lions,2020,1,"$142,800","$142,800",$0,0.1%,"$184,012","$184,012",$0
David Carr,Texans,2002,7,"$48,750,000","$6,964,286","$14,000,000",9.8%,"$175,113,571","$25,016,225","$50,289,025"
David Carr,Panthers,2007,2,"$6,200,000","$3,100,000","$3,000,000",2.8%,"$14,527,339","$7,263,670","$7,029,358"
David Carr,49ers,2010,2,"$6,250,000","$3,125,000","$3,875,000",2.4%,"$12,374,031","$6,187,016","$7,671,899"
David Carr,Giants,2009,1,"$2,100,000","$2,100,000","$1,000,000",1.7%,"$4,360,488","$4,360,488","$2,076,423"
David Carr,Giants,2008,1,"$1,000,000","$1,000,000","$100,000",0.9%,"$2,201,724","$2,201,724","$220,172"
David Carr,Giants,2013,1,"$1,050,000","$1,050,000","$165,000",0.9%,"$2,180,244","$2,180,244","$342,610"
David Carr,Giants,2012,1,"$990,000","$990,000","$165,000",0.8%,"$2,096,567","$2,096,567","$349,428"
David Carr,Giants,2011,1,"$860,000","$860,000","$50,000",0.7%,"$1,824,665","$1,824,665","$106,085"
David Fales,Dolphins,2018,1,"$880,000","$880,000","$90,000",0.5%,"$1,268,352","$1,268,352","$129,718"
David Fales,Jets,2020,1,"$910,000","$910,000","$100,000",0.5%,"$1,172,624","$1,172,624","$128,860"
David Fales,Bears,2014,4,"$2,334,224","$583,556","$114,224",0.4%,"$4,482,412","$1,120,603","$219,344"
David Fales,NYJ/DET,2019,1,"$805,000","$805,000",$0,0.4%,"$1,092,439","$1,092,439",$0
David Fales,Jets,2019,1,"$805,000","$805,000",$0,0.4%,"$1,092,439","$1,092,439",$0
David Fales,Dolphins,2017,1,"$690,000","$690,000",$0,0.4%,"$1,055,246","$1,055,246",$0
David Fales,Bears,2015,2,"$1,110,000","$555,000",$0,0.4%,"$1,978,601","$989,301",$0
David Fales,Bears,2015,2,"$1,110,000","$555,000",$0,0.4%,"$1,978,601","$989,301",$0
David Fales,Bears,2016,1,"$600,000","$600,000",$0,0.4%,"$986,926","$986,926",$0
David Fales,Bears,2014,3,"$1,530,000","$510,000",$0,0.4%,"$2,938,060","$979,353",$0
David Fales,Bears,2015,1,"$212,500","$212,500",$0,0.1%,"$378,786","$378,786",$0
David Fales,Ravens,2016,1,"$170,000","$170,000",$0,0.1%,"$279,629","$279,629",$0
David Fales,Jets,2020,1,"$204,000","$204,000",$0,0.1%,"$262,874","$262,874",$0
David Fales,Bears,2014,1,"$107,100","$107,100",$0,0.1%,"$205,664","$205,664",$0
David Fales,Bears,2015,1,"$112,200","$112,200",$0,0.1%,"$199,999","$199,999",$0
David Garrard,Jets,0,1,"$1,000,000","$1,000,000",$0,0%,$0,$0,$0
David Olson,Ravens,2017,3,"$1,665,000","$555,000",$0,0.3%,"$2,546,353","$848,784",$0
Davis Cheek,Panthers,2022,3,"$2,567,500","$855,833","$7,500",0.4%,"$3,149,565","$1,049,855","$9,200"
Davis Cheek,Panthers,2022,1,"$207,000","$207,000",$0,0.1%,"$253,928","$253,928",$0
Davis Mills,Texans,2024,2,"$8,116,000","$4,058,000","$6,316,000",1.6%,"$8,116,000","$4,058,000","$6,316,000"
Davis Mills,Texans,2021,4,"$5,222,100","$1,305,525","$1,157,892",0.7%,"$7,308,079","$1,827,020","$1,620,414"
Davis Webb,Giants,2017,4,"$3,611,326","$902,832","$766,420",0.5%,"$5,522,950","$1,380,738","$1,172,118"
Davis Webb,Bills,2021,2,"$1,815,000","$907,500",$0,0.5%,"$2,540,005","$1,270,003",$0
Davis Webb,Giants,2022,1,"$945,000","$945,000","$50,000",0.5%,"$1,159,236","$1,159,236","$61,335"
Davis Webb,Bills,2020,2,"$1,421,000","$710,500","$11,000",0.4%,"$1,831,097","$915,548","$14,175"
Davis Webb,Jets,2019,1,"$645,000","$645,000",$0,0.3%,"$875,308","$875,308",$0
Davis Webb,Jets,2018,1,"$555,000","$555,000",$0,0.3%,"$799,927","$799,927",$0
Davis Webb,Jets,2018,1,"$554,999","$554,999",$0,0.3%,"$799,925","$799,925",$0
Davis Webb,Giants,2022,1,"$321,666","$321,666",$0,0.2%,"$394,589","$394,589",$0
Davis Webb,Giants,2022,1,"$283,444","$283,444",$0,0.1%,"$347,702","$347,702",$0
Davis Webb,Giants,2022,1,"$245,222","$245,222",$0,0.1%,"$300,815","$300,815",$0
Davis Webb,Bills,2021,1,"$203,622","$203,622",$0,0.1%,"$284,959","$284,959",$0
Davis Webb,Giants,2022,1,"$207,000","$207,000",$0,0.1%,"$253,928","$253,928",$0
Davis Webb,Bills,2021,1,"$165,600","$165,600",$0,0.1%,"$231,749","$231,749",$0
Davis Webb,Bills,2019,1,"$170,000","$170,000",$0,0.1%,"$230,701","$230,701",$0
Davis Webb,Bills,2020,1,"$178,518","$178,518",$0,0.1%,"$230,038","$230,038",$0
DeShone Kizer,GB/CLE/LV,2017,4,"$4,948,412","$1,237,103","$2,893,772",0.7%,"$7,567,811","$1,891,953","$4,425,565"
DeShone Kizer,Titans,2021,1,"$920,000","$920,000",$0,0.5%,"$1,287,496","$1,287,496",$0
DeShone Kizer,Titans,2021,1,"$252,000","$252,000",$0,0.1%,"$352,662","$352,662",$0
DeShone Kizer,TEN/LV,2020,1,"$204,000","$204,000",$0,0.1%,"$262,874","$262,874",$0
Dennis Dixon,Cardinals,0,2,"$1,475,000","$737,500",$0,0%,$0,$0,$0
Derek Anderson,Browns,2008,3,"$24,000,000","$8,000,000","$7,000,000",6.9%,"$52,841,379","$17,613,793","$15,412,069"
Derek Anderson,Cardinals,2010,2,"$7,250,000","$3,625,000","$2,500,000",2.8%,"$14,353,876","$7,176,938","$4,949,612"
Derek Anderson,Panthers,2015,2,"$4,500,000","$2,250,000","$1,500,000",1.6%,"$8,021,357","$4,010,678","$2,673,786"
Derek Anderson,Panthers,2014,2,"$2,564,000","$1,282,000","$400,000",1%,"$4,923,651","$2,461,826","$768,120"
Derek Anderson,Panthers,2012,1,"$890,000","$890,000","$65,000",0.7%,"$1,884,793","$1,884,793","$137,653"
Derek Anderson,Panthers,2013,1,"$905,000","$905,000","$65,000",0.7%,"$1,879,163","$1,879,163","$134,967"
Derek Anderson,Panthers,2011,1,"$735,000","$735,000","$50,000",0.6%,"$1,559,452","$1,559,452","$106,085"
Derek Anderson,Bills,2018,1,"$1,073,530","$1,073,530","$58,530",0.6%,"$1,547,289","$1,547,289","$84,360"
Derek Anderson,Bills,2019,1,"$1,120,000","$1,120,000","$90,000",0.6%,"$1,519,915","$1,519,915","$122,136"
Derek Anderson,BAL/CLE,2005,3,"$974,500","$324,833","$49,500",0.4%,"$2,910,963","$970,320","$147,863"
Derek Carr,Raiders,2022,3,"$121,422,481","$40,474,160","$65,300,000",19.4%,"$148,949,576","$49,649,858","$80,103,842"
Derek Carr,Saints,2023,4,"$150,000,000","$37,500,000","$100,000,000",16.7%,"$170,418,149","$42,604,537","$113,612,100"
Derek Carr,Raiders,2017,5,"$125,025,000","$25,005,000","$70,200,000",15%,"$191,205,898","$38,241,180","$107,359,760"
Derek Carr,Raiders,2014,4,"$5,371,802","$1,342,951","$3,310,937",1%,"$10,315,475","$2,578,870","$6,357,995"
Deshaun Watson,Browns,2022,5,"$230,000,000","$46,000,000","$230,000,000",22.1%,"$282,142,171","$56,428,434","$282,142,171"
Deshaun Watson,Texans,2020,4,"$156,000,000","$39,000,000","$111,894,247",19.7%,"$201,021,191","$50,255,298","$144,186,633"
Deshaun Watson,Texans,2017,4,"$13,854,482","$3,463,621","$13,854,482",2.1%,"$21,188,232","$5,297,059","$21,188,232"
Desmond Ridder,ATL/ARI,2022,4,"$5,362,962","$1,340,741","$1,080,336",0.6%,"$6,578,773","$1,644,694","$1,325,254"
Desmond Ridder,Raiders,2024,1,"$985,000","$985,000",$0,0.4%,"$985,000","$985,000",$0
Desmond Ridder,Cardinals,2024,1,"$225,000","$225,000",$0,0.1%,"$225,000","$225,000",$0
Devin Leary,Ravens,2024,4,"$4,158,388","$1,039,597","$138,388",0.4%,"$4,158,388","$1,039,597","$138,388"
Devin Leary,Ravens,2024,1,"$225,000","$225,000",$0,0.1%,"$225,000","$225,000",$0
Devlin Hodges,Rams,2021,2,"$1,675,000","$837,500",$0,0.5%,"$2,344,082","$1,172,041",$0
Devlin Hodges,Steelers,2019,3,"$1,756,000","$585,333","$1,000",0.3%,"$2,383,010","$794,336","$1,357"
Devlin Hodges,Steelers,2019,2,"$1,080,000","$540,000",$0,0.3%,"$1,465,632","$732,816",$0
Devlin Hodges,Steelers,2019,1,"$136,000","$136,000",$0,0.1%,"$184,561","$184,561",$0
Devlin Hodges,Steelers,2020,1,"$142,800","$142,800",$0,0.1%,"$184,012","$184,012",$0
Dominique Davis,Colts,0,2,"$1,230,000","$615,000",$0,0%,$0,$0,$0
Donovan McNabb,Eagles,2002,8,"$67,188,235","$8,398,529","$13,500,000",11.8%,"$241,345,062","$30,168,131","$48,492,989"
Donovan McNabb,Commanders,2010,5,"$74,250,000","$14,850,000","$18,081,250",11.5%,"$147,003,488","$29,400,698","$35,798,072"
Donovan McNabb,Eagles,1999,7,"$39,550,000","$5,650,000","$11,300,000",9.9%,"$176,320,870","$25,188,696","$50,377,391"
Donovan McNabb,Eagles,2009,2,"$24,200,000","$12,100,000","$15,500,000",9.8%,"$50,249,431","$25,124,715","$32,184,553"
Donovan McNabb,Vikings,2011,1,"$5,050,000","$5,050,000",$0,4.2%,"$10,714,600","$10,714,600",$0
Dorian Thompson-Robinson,Browns,2023,4,"$4,182,268","$1,045,567","$342,268",0.5%,"$4,751,562","$1,187,891","$388,858"
Drake Maye,Patriots,2024,4,"$36,639,764","$9,159,941","$36,639,764",3.6%,"$36,639,764","$9,159,941","$36,639,764"
Dresser Winn,Rams,2023,3,"$2,695,000","$898,333",$0,0.4%,"$3,061,846","$1,020,615",$0
Dresser Winn,Rams,2024,2,"$1,755,000","$877,500",$0,0.3%,"$1,755,000","$877,500",$0
Dresser Winn,Rams,2023,1,"$216,000","$216,000",$0,0.1%,"$245,402","$245,402",$0
Dresser Winn,Rams,2023,1,"$216,000","$216,000",$0,0.1%,"$245,402","$245,402",$0
Dresser Winn,Rams,2023,1,"$216,000","$216,000",$0,0.1%,"$245,402","$245,402",$0
Dresser Winn,Rams,2023,1,"$216,000","$216,000",$0,0.1%,"$245,402","$245,402",$0
Drew Anderson,Cardinals,2019,3,"$1,762,000","$587,333","$7,000",0.3%,"$2,391,152","$797,050","$9,499"
Drew Anderson,Cardinals,2019,2,"$1,005,000","$502,500",$0,0.3%,"$1,363,852","$681,926",$0
Drew Anderson,Cardinals,2019,1,"$136,000","$136,000",$0,0.1%,"$184,561","$184,561",$0
Drew Anderson,Cardinals,2019,1,"$136,000","$136,000",$0,0.1%,"$184,561","$184,561",$0
Drew Bledsoe,Patriots,1995,6,"$40,462,500","$6,743,750","$12,900,000",18.2%,"$278,547,776","$46,424,629","$88,804,852"
Drew Bledsoe,NE/BUF,2001,9,"$95,400,000","$10,600,000","$14,000,000",15.7%,"$361,474,075","$40,163,786","$53,046,510"
Drew Bledsoe,Bills,2004,3,"$18,500,000","$6,166,667","$6,500,000",7.7%,"$58,634,683","$19,544,895","$20,601,375"
Drew Bledsoe,Cowboys,2005,3,"$13,500,000","$4,500,000","$3,500,000",5.3%,"$40,326,316","$13,442,105","$10,454,971"
Drew Bledsoe,Patriots,1993,3,"$8,343,750","$2,781,250","$4,500,000",0%,$0,$0,$0
Drew Brees,Saints,2012,5,"$100,000,000","$20,000,000","$60,500,000",16.6%,"$211,774,461","$42,354,892","$128,123,549"
Drew Brees,Saints,2016,1,"$24,250,000","$24,250,000","$24,250,000",15.6%,"$39,888,259","$39,888,259","$39,888,259"
Drew Brees,Saints,2018,2,"$50,000,000","$25,000,000","$27,000,000",14.1%,"$72,065,463","$36,032,731","$38,915,350"
Drew Brees,Saints,2020,2,"$50,000,000","$25,000,000","$25,000,000",12.6%,"$64,429,869","$32,214,934","$32,214,934"
Drew Brees,Saints,2006,5,"$60,000,000","$10,000,000","$8,000,000",9.8%,"$150,235,294","$25,039,216","$20,031,373"
Drew Brees,Chargers,2005,1,"$8,078,000","$8,078,000","$8,078,000",9.4%,"$24,130,073","$24,130,073","$24,130,073"
Drew Brees,Chargers,2001,4,"$3,605,000","$901,250","$1,845,000",1.3%,"$13,659,476","$3,414,869","$6,990,772"
Drew Lock,Giants,2024,1,"$5,000,000","$5,000,000","$4,950,000",2%,"$5,000,000","$5,000,000","$4,950,000"
Drew Lock,Seahawks,2023,1,"$4,000,000","$4,000,000","$1,750,000",1.8%,"$4,544,484","$4,544,484","$1,988,212"
Drew Lock,DEN/SEA,2019,4,"$7,010,820","$1,752,705","$4,427,450",0.9%,"$9,514,152","$2,378,538","$6,008,346"
Drew Plitt,Bengals,2022,3,"$2,560,000","$853,333",$0,0.4%,"$3,140,365","$1,046,788",$0
Drew Plitt,Bengals,2023,1,"$216,000","$216,000",$0,0.1%,"$245,402","$245,402",$0
Drew Stanton,Cardinals,2016,2,"$6,500,000","$3,250,000","$4,500,000",2.1%,"$10,691,698","$5,345,849","$7,401,945"
Drew Stanton,Browns,2018,2,"$6,500,000","$3,250,000","$4,150,000",1.8%,"$9,368,510","$4,684,255","$5,981,433"
Drew Stanton,NYJ/IND,2012,1,"$1,250,000","$1,250,000","$500,000",1%,"$2,647,181","$2,647,181","$1,058,872"
Drew Stanton,Lions,2007,4,"$3,405,000","$851,250","$1,588,000",0.8%,"$7,978,321","$1,994,580","$3,720,873"
Drew Stanton,Lions,2011,1,"$900,000","$900,000","$250,000",0.7%,"$1,909,533","$1,909,533","$530,426"
Drew Stanton,Buccaneers,2020,1,"$204,000","$204,000",$0,0.1%,"$262,874","$262,874",$0
Dustin Crum,Chiefs,2022,3,"$2,560,000","$853,333",$0,0.4%,"$3,140,365","$1,046,788",$0
Dustin Vaughan,Ravens,2017,1,"$540,000","$540,000",$0,0.3%,"$825,844","$825,844",$0
Dwayne Haskins,Commanders,2019,4,"$14,416,614","$3,604,154","$14,416,614",1.9%,"$19,564,310","$4,891,078","$19,564,310"
Dwayne Haskins,Steelers,2022,1,"$2,540,000","$2,540,000",$0,1.2%,"$3,115,831","$3,115,831",$0
Dwayne Haskins,Steelers,2021,1,"$850,000","$850,000",$0,0.5%,"$1,189,534","$1,189,534",$0
Dylan Thompson,Rams,2016,1,"$525,000","$525,000",$0,0.3%,"$863,560","$863,560",$0
E.J. Manuel,Bills,2013,4,"$8,885,300","$2,221,325","$8,885,300",1.8%,"$18,449,639","$4,612,410","$18,449,639"
E.J. Manuel,Raiders,2018,1,"$1,000,000","$1,000,000","$80,000",0.6%,"$1,441,309","$1,441,309","$115,305"
E.J. Manuel,Raiders,2017,1,"$800,000","$800,000",$0,0.5%,"$1,223,473","$1,223,473",$0
E.J. Manuel,Chiefs,2019,1,"$805,000","$805,000",$0,0.4%,"$1,092,439","$1,092,439",$0
EJ Perry,Jaguars,2022,3,"$2,583,000","$861,000","$230,000",0.4%,"$3,168,579","$1,056,193","$282,142"
EJ Perry,Jaguars,2022,1,"$705,000","$705,000","$207,000",0.3%,"$864,827","$864,827","$253,928"
EJ Perry,Texans,2023,1,"$750,000","$750,000",$0,0.3%,"$852,091","$852,091",$0
EJ Perry,Jaguars,2023,1,"$750,000","$750,000",$0,0.3%,"$852,091","$852,091",$0
EJ Perry,Texans,2023,1,"$750,000","$750,000",$0,0.3%,"$852,091","$852,091",$0
EJ Perry,Jaguars,2024,1,"$795,000","$795,000",$0,0.3%,"$795,000","$795,000",$0
EJ Perry,Jaguars,2022,1,"$207,000","$207,000",$0,0.1%,"$253,928","$253,928",$0
EJ Perry,Jaguars,2023,1,"$216,000","$216,000",$0,0.1%,"$245,402","$245,402",$0
EJ Perry,Jaguars,2024,1,"$225,000","$225,000",$0,0.1%,"$225,000","$225,000",$0
Easton Stick,Chargers,2024,1,"$2,667,500","$2,667,500","$1,417,500",1%,"$2,667,500","$2,667,500","$1,417,500"
Easton Stick,Chargers,2023,1,"$1,800,000","$1,800,000","$1,152,500",0.8%,"$2,045,018","$2,045,018","$1,309,379"
Easton Stick,Chargers,2019,4,"$2,798,620","$699,655","$278,620",0.4%,"$3,797,915","$949,479","$378,106"
Eli Jenkins,Chargers,2017,3,"$1,670,000","$556,666","$5,000",0.3%,"$2,554,000","$851,332","$7,647"
Eli Manning,Giants,2015,4,"$84,000,000","$21,000,000","$65,000,000",14.7%,"$149,731,993","$37,432,998","$115,864,042"
Eli Manning,Giants,2009,6,"$97,500,000","$16,250,000","$35,000,000",13.2%,"$202,451,220","$33,741,870","$72,674,797"
Eli Manning,Giants,2004,6,"$47,990,000","$7,998,333","$20,004,000",9.9%,"$152,101,536","$25,350,255","$63,401,524"
Emory Jones,Ravens,2024,3,"$2,830,000","$943,333",$0,0.4%,"$2,830,000","$943,333",$0
Eric Dungey,Bengals,2021,1,"$660,000","$660,000",$0,0.4%,"$923,638","$923,638",$0
Eric Dungey,Giants,2019,3,"$1,760,000","$586,667","$10,000",0.3%,"$2,388,438","$796,146","$13,571"
Eric Dungey,Browns,2019,1,"$136,000","$136,000",$0,0.1%,"$184,561","$184,561",$0
Feleipe Franks,Falcons,2021,3,"$2,440,000","$813,333","$100,000",0.4%,"$3,414,663","$1,138,221","$139,945"
Feleipe Franks,Panthers,2024,1,"$985,000","$985,000",$0,0.4%,"$985,000","$985,000",$0
Feleipe Franks,Panthers,2024,1,"$985,000","$985,000",$0,0.4%,"$985,000","$985,000",$0
Feleipe Franks,Panthers,2024,1,"$985,000","$985,000",$0,0.4%,"$985,000","$985,000",$0
Feleipe Franks,Panthers,2024,1,"$395,522","$395,522",$0,0.2%,"$395,522","$395,522",$0
Feleipe Franks,Panthers,2024,1,"$383,400","$383,400",$0,0.2%,"$383,400","$383,400",$0
Feleipe Franks,Panthers,2024,1,"$383,400","$383,400",$0,0.2%,"$383,400","$383,400",$0
Felix Harper,Browns,2022,3,"$2,560,000","$853,333",$0,0.4%,"$3,140,365","$1,046,788",$0
G.J. Kinne,Giants,2016,2,"$990,000","$495,000",$0,0.3%,"$1,628,428","$814,214",$0
Gardner Minshew,Raiders,2024,2,"$25,000,000","$12,500,000","$15,000,000",4.9%,"$25,000,000","$12,500,000","$15,000,000"
Gardner Minshew,Colts,2023,1,"$3,500,000","$3,500,000","$3,500,000",1.6%,"$3,976,423","$3,976,423","$3,976,423"
Gardner Minshew,PHI/JAX,2019,4,"$2,711,616","$677,904","$191,616",0.4%,"$3,679,844","$919,961","$260,036"
Garrett Gilbert,Raiders,2022,1,"$1,075,000","$1,075,000","$15,000",0.5%,"$1,318,708","$1,318,708","$18,401"
Garrett Gilbert,Commanders,2021,1,"$920,000","$920,000",$0,0.5%,"$1,287,496","$1,287,496",$0
Garrett Gilbert,Rams,2014,4,"$2,298,597","$574,649","$100,000",0.4%,"$4,413,998","$1,103,499","$192,030"
Garrett Gilbert,Cowboys,2020,2,"$1,670,000","$835,000",$0,0.4%,"$2,151,958","$1,075,979",$0
Garrett Gilbert,Browns,2019,2,"$1,380,000","$690,000","$75,000",0.4%,"$1,872,752","$936,376","$101,780"
Garrett Gilbert,Panthers,2018,1,"$555,000","$555,000",$0,0.3%,"$799,927","$799,927",$0
Garrett Gilbert,NE/DET,2015,1,"$445,000","$445,000",$0,0.3%,"$793,223","$793,223",$0
Garrett Gilbert,Panthers,2017,2,"$1,020,000","$510,000",$0,0.3%,"$1,559,928","$779,964",$0
Garrett Gilbert,Raiders,2016,1,"$450,000","$450,000",$0,0.3%,"$740,194","$740,194",$0
Garrett Gilbert,Panthers,2017,1,"$465,000","$465,000",$0,0.3%,"$711,144","$711,144",$0
Garrett Gilbert,Patriots,2022,1,"$299,800","$299,800",$0,0.1%,"$367,766","$367,766",$0
Garrett Gilbert,Patriots,2021,1,"$252,000","$252,000",$0,0.1%,"$352,662","$352,662",$0
Garrett Gilbert,Patriots,2022,1,"$277,200","$277,200",$0,0.1%,"$340,043","$340,043",$0
Garrett Gilbert,Patriots,2022,1,"$277,200","$277,200",$0,0.1%,"$340,043","$340,043",$0
Garrett Gilbert,Patriots,2014,1,"$107,100","$107,100",$0,0.1%,"$205,664","$205,664",$0
Garrett Gilbert,Rams,2014,1,"$107,100","$107,100",$0,0.1%,"$205,664","$205,664",$0
Garrett Gilbert,Raiders,2015,1,"$112,200","$112,200",$0,0.1%,"$199,999","$199,999",$0
Garrett Gilbert,Panthers,2017,1,"$122,400","$122,400",$0,0.1%,"$187,191","$187,191",$0
Garrett Gilbert,Browns,2020,1,"$142,800","$142,800",$0,0.1%,"$184,012","$184,012",$0
Garrett Grayson,Saints,2015,4,"$3,400,606","$850,152","$733,168",0.6%,"$6,061,661","$1,515,416","$1,306,889"
Garrett Grayson,Saints,2017,2,"$1,170,000","$585,000",$0,0.4%,"$1,789,329","$894,665",$0
Garrett Grayson,Falcons,2018,2,"$1,200,000","$600,000",$0,0.3%,"$1,729,571","$864,786",$0
Garrett Grayson,Broncos,2019,2,"$1,230,000","$615,000",$0,0.3%,"$1,669,192","$834,596",$0
Garrett Grayson,Saints,2016,1,"$117,300","$117,300",$0,0.1%,"$192,944","$192,944",$0
Garrett Grayson,Falcons,2017,1,"$122,400","$122,400",$0,0.1%,"$187,191","$187,191",$0
Garrett Grayson,Falcons,2017,1,"$122,400","$122,400",$0,0.1%,"$187,191","$187,191",$0
Garrett Grayson,Broncos,2018,1,"$129,200","$129,200",$0,0.1%,"$186,217","$186,217",$0
Gavin Hardison,Dolphins,2024,3,"$2,835,000","$945,000","$5,000",0.4%,"$2,835,000","$945,000","$5,000"
Geno Smith,Seahawks,2023,3,"$75,000,000","$25,000,000","$40,000,000",11.1%,"$85,209,075","$28,403,025","$45,444,840"
Geno Smith,Seahawks,2022,1,"$3,500,000","$3,500,000","$500,000",1.7%,"$4,293,468","$4,293,468","$613,353"
Geno Smith,Jets,2013,4,"$5,019,603","$1,254,901","$767,196",1%,"$10,422,818","$2,605,705","$1,593,023"
Geno Smith,Giants,2017,1,"$1,200,000","$1,200,000","$300,000",0.7%,"$1,835,210","$1,835,210","$458,802"
Geno Smith,Seahawks,2021,1,"$1,212,500","$1,212,500","$137,500",0.7%,"$1,696,836","$1,696,836","$192,425"
Geno Smith,Seahawks,2020,1,"$1,187,500","$1,187,500","$137,500",0.6%,"$1,530,209","$1,530,209","$177,182"
Geno Smith,Chargers,2018,1,"$1,000,000","$1,000,000","$200,000",0.6%,"$1,441,309","$1,441,309","$288,262"
Geno Smith,Seahawks,2019,1,"$895,000","$895,000","$25,000",0.5%,"$1,214,575","$1,214,575","$33,927"
Geno Smith,Seahawks,2019,1,"$870,000","$870,000",$0,0.5%,"$1,180,648","$1,180,648",$0
Greg McElroy,Jets,2011,4,"$2,105,152","$526,288","$65,152",0.4%,"$4,466,507","$1,116,627","$138,233"
Greg McElroy,Bengals,2014,1,"$495,000","$495,000",$0,0.4%,"$950,549","$950,549",$0
Greg McElroy,Bengals,2013,1,"$102,000","$102,000",$0,0.1%,"$211,795","$211,795",$0
Griffin Neal,Saints,2016,3,"$1,620,000","$540,000",$0,0.3%,"$2,664,700","$888,233",$0
Hendon Hooker,Lions,2023,4,"$5,719,028","$1,429,757","$1,159,292",0.6%,"$6,497,508","$1,624,377","$1,317,096"
